tipSampleSeparation,vDeflection,height,smoothedMeasuredHeight,measuredHeight,seriesTime,time
-3.0113394e-08,1.0087935e-09,7.861361e-06,-3.375947e-08,-3.3780665e-08,0.3797,0.2095
-3.0233604e-08,1.0114244e-09,7.861364e-06,-3.375856e-08,-3.3910442e-08,0.3807,0.2105
-3.0179343e-08,1.0126593e-09,7.86136e-06,-3.375765e-08,-3.386067e-08,0.3817,0.2115
-3.0183276e-08,1.0110249e-09,7.861367e-06,-3.375765e-08,-3.385866e-08,0.3827,0.2125
-3.0089335e-08,1.0251928e-09,7.861374e-06,-3.375674e-08,-3.3816224e-08,0.3837,0.2135
-3.018343e-08,1.0286502e-09,7.861399e-06,-3.3755832e-08,-3.3922888e-08,0.3847,0.2145
-3.016543e-08,1.0101282e-09,7.861414e-06,-3.3755832e-08,-3.383756e-08,0.3857,0.2155
-3.0171595e-08,1.0168683e-09,7.8614175e-06,-3.3754922e-08,-3.3868222e-08,0.3867,0.2165
-3.0242646e-08,1.0132183e-09,7.861426e-06,-3.3754013e-08,-3.3926003e-08,0.3877,0.2175
-3.0194055e-08,1.0111163e-09,7.861427e-06,-3.3753103e-08,-3.3869775e-08,0.3887,0.2185
-3.014116e-08,1.0186978e-09,7.861431e-06,-3.3753103e-08,-3.3844437e-08,0.3897,0.2195
-3.0220058e-08,1.0260934e-09,7.861449e-06,-3.3752194e-08,-3.3950222e-08,0.3907,0.2205
-2.9998112e-08,1.0287058e-09,7.861479e-06,-3.3751284e-08,-3.3737773e-08,0.3917,0.2215
-3.0112087e-08,1.0188713e-09,7.861503e-06,-3.3750375e-08,-3.3815997e-08,0.3927,0.2225
-3.0061916e-08,1.0269274e-09,7.8615185e-06,-3.3750375e-08,-3.379511e-08,0.3937,0.2235
-3.0135826e-08,1.0256056e-09,7.861549e-06,-3.3749465e-08,-3.3864218e-08,0.3947,0.2245
-3.002296e-08,1.019304e-09,7.861566e-06,-3.3748556e-08,-3.372844e-08,0.3957,0.2255
-3.0125754e-08,1.0054535e-09,7.861563e-06,-3.3748556e-08,-3.3780886e-08,0.3967,0.2265
-3.0135322e-08,1.028067e-09,7.861574e-06,-3.3747646e-08,-3.387266e-08,0.3977,0.2275
-2.9937873e-08,1.0244934e-09,7.861599e-06,-3.3746737e-08,-3.366222e-08,0.3987,0.2285
-3.0029156e-08,1.022489e-09,7.861623e-06,-3.3745827e-08,-3.3746215e-08,0.3997,0.2295
-3.004812e-08,9.969157e-10,7.8616185e-06,-3.3745827e-08,-3.367221e-08,0.4007,0.2305
-2.9976242e-08,1.0259795e-09,7.861617e-06,-3.3744918e-08,-3.370599e-08,0.4017,0.2315
-3.00615e-08,1.0088849e-09,7.8616295e-06,-3.374401e-08,-3.3729105e-08,0.4027,0.2325
-3.0094586e-08,1.0043083e-09,7.8616185e-06,-3.37431e-08,-3.3745554e-08,0.4037,0.2335
-3.003889e-08,1.0248851e-09,7.861622e-06,-3.37431e-08,-3.376466e-08,0.4047,0.2345
-3.00368e-08,1.0165349e-09,7.861642e-06,-3.374219e-08,-3.3732217e-08,0.4057,0.2355
-3.0192204e-08,9.97015e-10,7.861636e-06,-3.374128e-08,-3.3816658e-08,0.4067,0.2365
-3.013648e-08,1.0054372e-09,7.861618e-06,-3.374037e-08,-3.379155e-08,0.4077,0.2375
-3.0049392e-08,1.0092218e-09,7.861617e-06,-3.374037e-08,-3.371822e-08,0.4087,0.2385
-3.0180416e-08,1.0050271e-09,7.861609e-06,-3.373946e-08,-3.3834e-08,0.4097,0.2395
-3.0230456e-08,9.997607e-10,7.86159e-06,-3.373855e-08,-3.386489e-08,0.4107,0.2405
-3.0205435e-08,1.0019365e-09,7.861578e-06,-3.3737642e-08,-3.384778e-08,0.4117,0.2415
