Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N]	Contact Point Offset [m]
WT_6_4um_Durchmesser-2016.10.26-15.04.02.147.jpk-force	52	1.52295e-05	8.50726e-06	-1.72469e-08	0.000158457	8.56901e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.07.190.jpk-force	53	1.51983e-05	8.50726e-06	-1.77279e-08	0.000209771	8.56439e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.12.236.jpk-force	54	1.51672e-05	8.50726e-06	-1.83881e-08	0.000281767	8.56359e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.17.279.jpk-force	55	1.51360e-05	8.50726e-06	-1.81228e-08	0.000248993	8.56109e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.22.322.jpk-force	56	1.51048e-05	8.50726e-06	-1.84269e-08	0.000280984	8.54266e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.27.368.jpk-force	57	1.50737e-05	8.50726e-06	-1.86899e-08	0.000306823	8.53327e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.32.411.jpk-force	58	1.50425e-05	8.50726e-06	-1.88638e-08	0.000325155	8.52914e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.37.456.jpk-force	59	1.50113e-05	8.50726e-06	-1.87379e-08	0.000307399	8.52338e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.42.498.jpk-force	60	1.50113e-05	8.53843e-06	-1.85565e-08	0.000283106	8.50696e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.47.531.jpk-force	61	1.50425e-05	8.53843e-06	-1.89815e-08	0.000329402	8.51960e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.52.566.jpk-force	62	1.50737e-05	8.53843e-06	-1.83575e-08	0.000254684	8.51662e-06
WT_6_4um_Durchmesser-2016.10.26-15.04.57.602.jpk-force	63	1.51048e-05	8.53843e-06	-1.86728e-08	0.000289363	8.51408e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.02.638.jpk-force	64	1.51360e-05	8.53843e-06	-1.86197e-08	0.000280308	8.52115e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.07.674.jpk-force	65	1.51672e-05	8.53843e-06	-1.81959e-08	0.000231046	8.52051e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.12.709.jpk-force	66	1.51983e-05	8.53843e-06	-1.82753e-08	0.000237196	8.53224e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.17.744.jpk-force	67	1.52295e-05	8.53843e-06	-1.83134e-08	0.000235634	8.53678e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.22.780.jpk-force	68	1.52607e-05	8.53843e-06	-1.89360e-08	0.000303708	8.54626e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.27.818.jpk-force	69	1.52919e-05	8.53843e-06	-1.85564e-08	0.000256022	8.53387e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.32.863.jpk-force	70	1.52919e-05	8.56961e-06	-1.89793e-08	0.000301870	8.53721e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.37.906.jpk-force	71	1.52607e-05	8.56961e-06	-1.84168e-08	0.000233616	8.53277e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.42.952.jpk-force	72	1.52295e-05	8.56961e-06	-1.82384e-08	0.000210142	8.51990e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.47.997.jpk-force	73	1.51983e-05	8.56961e-06	-1.95946e-08	0.000363154	8.50984e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.53.040.jpk-force	74	1.51672e-05	8.56961e-06	-2.00426e-08	0.000374426	8.50252e-06
WT_6_4um_Durchmesser-2016.10.26-15.05.58.084.jpk-force	75	1.51360e-05	8.56961e-06	-1.84866e-08	0.000235434	8.49298e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.03.130.jpk-force	76	1.51048e-05	8.56961e-06	-1.80258e-08	0.000176058	8.48444e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.08.176.jpk-force	77	1.50737e-05	8.56961e-06	-1.81392e-08	0.000183648	8.47393e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.13.220.jpk-force	78	1.50425e-05	8.56961e-06	-1.80194e-08	0.000166874	8.46791e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.18.266.jpk-force	79	1.50113e-05	8.56961e-06	-1.75640e-08	0.000112966	8.45510e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.23.309.jpk-force	80	1.50113e-05	8.60078e-06	-1.83304e-08	0.000197551	8.44509e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.28.340.jpk-force	81	1.50425e-05	8.60078e-06	-1.75729e-08	0.000103884	8.45560e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.33.375.jpk-force	82	1.50737e-05	8.60078e-06	-1.79219e-08	0.000140344	8.46121e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.38.410.jpk-force	83	1.51048e-05	8.60078e-06	-1.87617e-08	0.000231679	8.47110e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.43.445.jpk-force	84	1.51360e-05	8.60078e-06	-1.82276e-08	0.000164977	8.46931e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.48.480.jpk-force	85	1.51672e-05	8.60078e-06	-1.89387e-08	0.000241739	8.48138e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.53.514.jpk-force	86	1.51983e-05	8.60078e-06	-1.87667e-08	0.000220706	8.47690e-06
WT_6_4um_Durchmesser-2016.10.26-15.06.58.549.jpk-force	87	1.52295e-05	8.60078e-06	-1.89599e-08	0.000240528	8.48132e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.03.585.jpk-force	88	1.52607e-05	8.60078e-06	-1.83056e-08	0.000161944	8.48423e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.08.621.jpk-force	89	1.52919e-05	8.60078e-06	-1.92413e-08	0.000265758	8.49307e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.13.664.jpk-force	90	1.52919e-05	8.63195e-06	-1.90884e-08	0.000244900	8.48597e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.18.708.jpk-force	91	1.52607e-05	8.63196e-06	-1.89671e-08	0.000228303	8.47885e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.23.752.jpk-force	92	1.52295e-05	8.63195e-06	-1.85903e-08	0.000182166	8.46933e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.28.796.jpk-force	93	1.51983e-05	8.63196e-06	-1.87849e-08	0.000199779	8.46919e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.33.837.jpk-force	94	1.51672e-05	8.63195e-06	-1.88658e-08	0.000206248	8.45873e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.38.882.jpk-force	95	1.51360e-05	8.63196e-06	-1.80516e-08	0.000110580	8.44567e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.43.926.jpk-force	96	1.51048e-05	8.63195e-06	-1.82842e-08	0.000132073	8.43876e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.48.968.jpk-force	97	1.50737e-05	8.63196e-06	-1.85151e-08	0.000158362	8.43578e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.54.011.jpk-force	98	1.50425e-05	8.63195e-06	-1.78665e-08	7.91475e-05	8.42224e-06
WT_6_4um_Durchmesser-2016.10.26-15.07.59.055.jpk-force	99	1.50113e-05	8.63196e-06	-1.81911e-08	0.000111659	8.41217e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.00.780.jpk-force	0	1.56362e-05	7.93296e-06	5.53451e-07	-0.0671896	8.48313e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.05.811.jpk-force	1	1.56662e-05	7.93297e-06	-2.09053e-08	0.000273101	8.53293e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.10.854.jpk-force	2	1.56961e-05	7.93296e-06	-2.13444e-08	0.000317771	8.53095e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.15.897.jpk-force	3	1.57260e-05	7.93297e-06	-2.11469e-08	0.000292584	8.53496e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.20.939.jpk-force	4	1.57560e-05	7.93296e-06	-2.13875e-08	0.000317621	8.53210e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.25.982.jpk-force	5	1.57859e-05	7.93297e-06	-2.07475e-08	0.000239813	8.52585e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.31.024.jpk-force	6	1.58159e-05	7.93296e-06	-2.07803e-08	0.000241935	8.51618e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.36.066.jpk-force	7	1.58458e-05	7.93297e-06	-2.12087e-08	0.000288426	8.51828e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.41.108.jpk-force	8	1.58758e-05	7.93296e-06	-2.12787e-08	0.000294285	8.51516e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.46.151.jpk-force	9	1.59057e-05	7.93297e-06	-2.12929e-08	0.000294215	8.51145e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.51.186.jpk-force	10	1.59057e-05	7.96291e-06	-2.16247e-08	0.000328801	8.51927e-06
WT_7_4um_Durchmesser-2016.10.26-15.12.56.231.jpk-force	11	1.58758e-05	7.96291e-06	-2.13290e-08	0.000290714	8.51784e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.01.274.jpk-force	12	1.58458e-05	7.96291e-06	-2.12728e-08	0.000281893	8.51511e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.06.311.jpk-force	13	1.58159e-05	7.96291e-06	-2.14366e-08	0.000297896	8.53002e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.11.350.jpk-force	14	1.57859e-05	7.96291e-06	-2.15500e-08	0.000308028	8.52843e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.16.391.jpk-force	15	1.57560e-05	7.96291e-06	-2.17147e-08	0.000322800	8.52406e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.21.432.jpk-force	16	1.57260e-05	7.96291e-06	-2.10936e-08	0.000249056	8.51763e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.26.471.jpk-force	17	1.56961e-05	7.96291e-06	-2.15132e-08	0.000294412	8.51615e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.31.514.jpk-force	18	1.56662e-05	7.96291e-06	-2.17808e-08	0.000323102	8.51661e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.36.554.jpk-force	19	1.56362e-05	7.96291e-06	-2.15012e-08	0.000287119	8.51299e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.41.592.jpk-force	20	1.56362e-05	7.99285e-06	-2.14032e-08	0.000275357	8.51420e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.46.636.jpk-force	21	1.56662e-05	7.99285e-06	-2.18701e-08	0.000327367	8.51919e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.51.678.jpk-force	22	1.56961e-05	7.99285e-06	-2.16662e-08	0.000301250	8.51128e-06
WT_7_4um_Durchmesser-2016.10.26-15.13.56.715.jpk-force	23	1.57260e-05	7.99285e-06	-2.17369e-08	0.000304736	8.51056e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.01.758.jpk-force	24	1.57560e-05	7.99285e-06	-2.17477e-08	0.000303131	8.51992e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.06.794.jpk-force	25	1.57859e-05	7.99285e-06	-2.16619e-08	0.000289704	8.51575e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.11.831.jpk-force	26	1.58159e-05	7.99285e-06	-2.17626e-08	0.000295158	8.52091e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.16.870.jpk-force	27	1.58458e-05	7.99285e-06	-2.16996e-08	0.000286560	8.52053e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.21.915.jpk-force	28	1.58758e-05	7.99285e-06	-2.17412e-08	0.000289593	8.51645e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.26.958.jpk-force	29	1.59057e-05	7.99285e-06	-2.16374e-08	0.000275191	8.51239e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.32.000.jpk-force	30	1.59057e-05	8.02279e-06	-2.19091e-08	0.000305236	8.51367e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.37.037.jpk-force	31	1.58758e-05	8.02279e-06	-2.14620e-08	0.000252946	8.51973e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.42.075.jpk-force	32	1.58458e-05	8.02279e-06	-2.15763e-08	0.000264402	8.51503e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.47.113.jpk-force	33	1.58159e-05	8.02279e-06	-2.16081e-08	0.000267068	8.51186e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.52.157.jpk-force	34	1.57859e-05	8.02279e-06	-2.19039e-08	0.000297773	8.52414e-06
WT_7_4um_Durchmesser-2016.10.26-15.14.57.194.jpk-force	35	1.57560e-05	8.02279e-06	-2.13901e-08	0.000237058	8.51538e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.02.238.jpk-force	36	1.57260e-05	8.02279e-06	-2.21921e-08	0.000327238	8.51207e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.07.280.jpk-force	37	1.56961e-05	8.02279e-06	-2.14982e-08	0.000245200	8.50836e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.12.323.jpk-force	38	1.56662e-05	8.02279e-06	-2.16127e-08	0.000256261	8.50978e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.17.366.jpk-force	39	1.56362e-05	8.02279e-06	-2.16424e-08	0.000257304	8.50630e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.22.400.jpk-force	40	1.56362e-05	8.05273e-06	-2.20102e-08	0.000295333	8.51234e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.27.438.jpk-force	41	1.56662e-05	8.05273e-06	-2.20260e-08	0.000295809	8.51248e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.32.473.jpk-force	42	1.56961e-05	8.05273e-06	-2.18956e-08	0.000279453	8.52201e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.37.508.jpk-force	43	1.57260e-05	8.05273e-06	-2.19132e-08	0.000278034	8.52617e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.42.544.jpk-force	44	1.57560e-05	8.05273e-06	-2.18631e-08	0.000268809	8.53364e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.47.582.jpk-force	45	1.57859e-05	8.05273e-06	-2.22098e-08	0.000304374	8.54375e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.52.620.jpk-force	46	1.58159e-05	8.05273e-06	-2.20196e-08	0.000279753	8.54400e-06
WT_7_4um_Durchmesser-2016.10.26-15.15.57.657.jpk-force	47	1.58458e-05	8.05273e-06	-2.19878e-08	0.000272725	8.54176e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.02.694.jpk-force	48	1.58758e-05	8.05273e-06	-2.15702e-08	0.000223101	8.54252e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.07.732.jpk-force	49	1.59057e-05	8.05273e-06	-2.13366e-08	0.000195046	8.54848e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.12.770.jpk-force	50	1.59057e-05	8.08267e-06	-2.14262e-08	0.000203847	8.55136e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.17.809.jpk-force	51	1.58758e-05	8.08268e-06	-2.12286e-08	0.000176214	8.54927e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.22.848.jpk-force	52	1.58458e-05	8.08267e-06	-2.17372e-08	0.000231607	8.55108e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.27.889.jpk-force	53	1.58159e-05	8.08268e-06	-2.10891e-08	0.000153939	8.54874e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.32.931.jpk-force	54	1.57859e-05	8.08267e-06	-2.12435e-08	0.000171665	8.54455e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.37.972.jpk-force	55	1.57560e-05	8.08268e-06	-2.11872e-08	0.000162363	8.54416e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.43.008.jpk-force	56	1.57260e-05	8.08267e-06	-2.10785e-08	0.000150608	8.55032e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.48.052.jpk-force	57	1.56961e-05	8.08268e-06	-2.12314e-08	0.000167194	8.54518e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.53.096.jpk-force	58	1.56662e-05	8.08267e-06	-2.13894e-08	0.000182004	8.54568e-06
WT_7_4um_Durchmesser-2016.10.26-15.16.58.140.jpk-force	59	1.56362e-05	8.08268e-06	-2.19074e-08	0.000238469	8.54636e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.03.175.jpk-force	60	1.56362e-05	8.11261e-06	-2.16565e-08	0.000207074	8.54402e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.08.212.jpk-force	61	1.56662e-05	8.11262e-06	-2.14563e-08	0.000184162	8.54884e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.13.249.jpk-force	62	1.56961e-05	8.11261e-06	-2.17536e-08	0.000214214	8.55443e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.18.287.jpk-force	63	1.57260e-05	8.11262e-06	-2.16332e-08	0.000198384	8.55176e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.23.325.jpk-force	64	1.57560e-05	8.11261e-06	-2.18243e-08	0.000217962	8.55709e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.28.362.jpk-force	65	1.57859e-05	8.11262e-06	-2.14263e-08	0.000170834	8.55955e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.33.400.jpk-force	66	1.58159e-05	8.11261e-06	-2.15786e-08	0.000186210	8.55871e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.38.438.jpk-force	67	1.58458e-05	8.11262e-06	-2.15895e-08	0.000181742	8.55884e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.43.476.jpk-force	68	1.58758e-05	8.11261e-06	-2.13519e-08	0.000152202	8.56275e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.48.518.jpk-force	69	1.59057e-05	8.11262e-06	-2.15023e-08	0.000166461	8.56155e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.53.555.jpk-force	70	1.59057e-05	8.14256e-06	-2.15844e-08	0.000175190	8.56083e-06
WT_7_4um_Durchmesser-2016.10.26-15.17.58.592.jpk-force	71	1.58758e-05	8.14256e-06	-2.14324e-08	0.000153670	8.56371e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.03.631.jpk-force	72	1.58458e-05	8.14256e-06	-2.11014e-08	0.000117664	8.56739e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.08.677.jpk-force	73	1.58159e-05	8.14256e-06	-2.21130e-08	0.000253074	8.56241e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.13.713.jpk-force	74	1.57859e-05	8.14256e-06	-2.16608e-08	0.000172886	8.56465e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.18.757.jpk-force	75	1.57560e-05	8.14256e-06	-2.18220e-08	0.000188693	8.56379e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.23.793.jpk-force	76	1.57260e-05	8.14256e-06	-2.14717e-08	0.000148632	8.56262e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.28.831.jpk-force	77	1.56961e-05	8.14256e-06	-2.19515e-08	0.000202526	8.56643e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.33.870.jpk-force	78	1.56662e-05	8.14256e-06	-2.16319e-08	0.000159937	8.55956e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.38.909.jpk-force	79	1.56362e-05	8.14256e-06	-2.15021e-08	0.000143487	8.56094e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.43.948.jpk-force	80	1.56362e-05	8.17250e-06	-2.14359e-08	0.000134047	8.56446e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.48.986.jpk-force	81	1.56662e-05	8.17250e-06	-2.16116e-08	0.000151315	8.56660e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.54.023.jpk-force	82	1.56961e-05	8.17250e-06	-2.16763e-08	0.000154316	8.57069e-06
WT_7_4um_Durchmesser-2016.10.26-15.18.59.061.jpk-force	83	1.57260e-05	8.17250e-06	-2.16809e-08	0.000153558	8.57023e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.04.097.jpk-force	84	1.57560e-05	8.17250e-06	-2.12416e-08	9.98275e-05	8.57740e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.09.134.jpk-force	85	1.57859e-05	8.17250e-06	-2.17576e-08	0.000156003	8.58048e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.14.170.jpk-force	86	1.58159e-05	8.17250e-06	-2.11518e-08	8.58454e-05	8.58257e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.19.208.jpk-force	87	1.58458e-05	8.17250e-06	-2.10243e-08	6.99306e-05	8.58210e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.24.247.jpk-force	88	1.58758e-05	8.17250e-06	-2.11839e-08	8.67108e-05	8.58499e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.29.284.jpk-force	89	1.59057e-05	8.17250e-06	-2.08992e-08	5.23819e-05	8.58566e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.34.327.jpk-force	90	1.59057e-05	8.20244e-06	-2.12400e-08	8.81649e-05	8.58543e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.39.362.jpk-force	91	1.58758e-05	8.20244e-06	-2.12953e-08	9.24843e-05	8.58668e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.44.400.jpk-force	92	1.58458e-05	8.20244e-06	-2.08811e-08	4.45871e-05	8.59245e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.49.438.jpk-force	93	1.58159e-05	8.20244e-06	-2.10431e-08	6.00897e-05	8.59256e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.54.476.jpk-force	94	1.57859e-05	8.20244e-06	-2.09969e-08	5.20356e-05	8.59381e-06
WT_7_4um_Durchmesser-2016.10.26-15.19.59.513.jpk-force	95	1.57560e-05	8.20244e-06	-2.07987e-08	2.83730e-05	8.59898e-06
WT_7_4um_Durchmesser-2016.10.26-15.20.04.557.jpk-force	96	1.57260e-05	8.20244e-06	-2.12300e-08	7.59452e-05	8.59845e-06
WT_7_4um_Durchmesser-2016.10.26-15.20.09.599.jpk-force	97	1.56961e-05	8.20244e-06	-2.06624e-08	7.36576e-06	8.59678e-06
WT_7_4um_Durchmesser-2016.10.26-15.20.14.639.jpk-force	98	1.56662e-05	8.20244e-06	-2.10196e-08	4.67561e-05	8.59607e-06
WT_7_4um_Durchmesser-2016.10.26-15.20.19.681.jpk-force	99	1.56362e-05	8.20244e-06	-2.11916e-08	6.59156e-05	8.59737e-06
WT_8_3um_Durchmesser-2016.10.26-15.30.45.152.jpk-force	0	2.95303e-05	-4.00569e-05	1.17199e-06	-0.142067	
WT_8_3um_Durchmesser-2016.10.26-15.30.50.177.jpk-force	1	2.95628e-05	-4.00569e-05	8.71019e-10	5.57674e-05	8.26738e-06
WT_8_3um_Durchmesser-2016.10.26-15.30.55.219.jpk-force	2	2.95953e-05	-4.00569e-05	1.27441e-09	-4.00597e-05	8.30094e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.00.261.jpk-force	3	2.96278e-05	-4.00569e-05	-1.96825e-11	0.000155558	8.26121e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.05.304.jpk-force	4	2.96603e-05	-4.00569e-05	-1.30934e-09	0.000277722	8.27202e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.10.348.jpk-force	5	2.96928e-05	-4.00569e-05	-1.68362e-09	0.000333266	8.26942e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.15.389.jpk-force	6	2.97253e-05	-4.00569e-05	3.11845e-09	-0.000250833	8.25589e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.20.436.jpk-force	7	2.97578e-05	-4.00569e-05	-8.97299e-11	0.000102416	8.26128e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.25.477.jpk-force	8	2.97903e-05	-4.00569e-05	-3.36229e-09	0.000524420	8.34863e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.30.520.jpk-force	9	2.98228e-05	-4.00569e-05	9.60598e-10	-2.48160e-06	8.25114e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.35.561.jpk-force	10	2.98228e-05	-4.00244e-05	-1.90459e-09	0.000311689	8.25405e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.40.598.jpk-force	11	2.97903e-05	-4.00244e-05	4.29636e-09	-0.000385059	8.25391e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.45.637.jpk-force	12	2.97578e-05	-4.00244e-05	8.69499e-10	4.77046e-05	8.25615e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.50.673.jpk-force	13	2.97253e-05	-4.00244e-05	-5.33941e-09	0.000703291	8.32382e-06
WT_8_3um_Durchmesser-2016.10.26-15.31.55.718.jpk-force	14	2.96928e-05	-4.00244e-05	-4.34390e-09	0.000627037	8.26948e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.00.758.jpk-force	15	2.96603e-05	-4.00244e-05	-3.91547e-09	0.000568215	8.27362e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.05.800.jpk-force	16	2.96278e-05	-4.00244e-05	-1.91465e-09	0.000315645	8.26685e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.10.844.jpk-force	17	2.95953e-05	-4.00244e-05	-3.02181e-09	0.000458342	8.28757e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.15.891.jpk-force	18	2.95628e-05	-4.00244e-05	4.72494e-09	-0.000461613	8.25646e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.20.923.jpk-force	19	2.95303e-05	-4.00244e-05	-5.94177e-10	0.000155833	8.26908e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.25.960.jpk-force	20	2.95303e-05	-3.99919e-05	1.73582e-09	-0.000136775	8.26811e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.31.006.jpk-force	21	2.95628e-05	-3.99919e-05	-5.50981e-09	0.000690553	8.40869e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.36.049.jpk-force	22	2.95953e-05	-3.99919e-05	-8.25265e-10	0.000182016	8.26419e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.41.091.jpk-force	23	2.96278e-05	-3.99919e-05	-2.72183e-09	0.000367677	8.29866e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.46.134.jpk-force	24	2.96603e-05	-3.99919e-05	3.69523e-09	-0.000383924	8.25866e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.51.178.jpk-force	25	2.96928e-05	-3.99919e-05	-4.27169e-10	0.000103328	8.26859e-06
WT_8_3um_Durchmesser-2016.10.26-15.32.56.221.jpk-force	26	2.97253e-05	-3.99919e-05	1.20705e-09	-7.85450e-05	8.26552e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.01.264.jpk-force	27	2.97578e-05	-3.99919e-05	-5.55708e-10	0.000154350	8.25960e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.06.311.jpk-force	28	2.97903e-05	-3.99919e-05	-4.52871e-09	0.000609738	8.25532e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.11.353.jpk-force	29	2.98228e-05	-3.99919e-05	-2.72349e-09	0.000429125	8.25372e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.16.389.jpk-force	30	2.98228e-05	-3.99594e-05	-1.46300e-10	7.13405e-05	8.27828e-06
WT_8_3um_Durchmesser-2016.10.26-15.33.21.425.jpk-force	31	2.97903e-05	-3.99594e-05	2.93621e-09	-0.000307171	8.25307e-06
